PLAY "Spielen"
ITEM_MAY_HURT_MINION "Dieser Gegenstand könnte deinen Untergebenen verletzen. Fortfahren?"
ITEM_MISSES_YOU "{1} verfehlt dich."

ITEMS_CRASH_ON_YOU "{1} fallen auf dich."
ITEMS_HIT_YOU "{1} treffen dich."
ITEMS_MISS_YOU "{1} verfehlen dich."

ITEM_USED_UP "{1} ist aufgebraucht."

ITSELF "sich selbst"

JOINS_YOUR_FORCES "{1} schließt sich deinen Kräften an."

KEEPER "Wächter"
KEEPER_F "Wächterin"

KEY_ENTER "[Eingabe]"
KEY_MODIFIER "{1} + {2}"

KILLED_BY_SUNLIGHT "getötet durch Sonnenlicht"
KILLED_BY_TORTURE "getötet durch Folter"
KILLED_BY "getötet von {1}"

IS_KILLED_BY "{1} wird von {3} {2}."
YOU_KILLED_BY "Du wirst von {1} {2}."

KILLED_MEMBERS_TRIGGER "Getötete Stammesmitglieder"
KILL_TASK "{1} töten"

KILL_TITLES_HINT "Titel werden durch das Töten von Stammesführern verliehen. Sie können jedes Attribut bis zu seinem Basiswert erhöhen."

KNIGHT_NAME "Ritter"

KRAKEN "Krake"
KRAKEN_TENTACLE "Krakenarm"

LEARNS "{1} lernt {2} von {3}."

LEG_BODY_PART "Bein"
"Beine" : plural

LEGENDARY_BEAST "legendäre Bestie"
LEGENDARY_HUMANOID "legendärer Humanoider"

LOCATION_TOO_DANGEROUS_HINT "Ort zu gefährlich zum Bauen"

LOCK_DOOR_ACTION "Abschließen"

LOCKED_ITEMS_HINT "Verschlossene Gegenstände werden vom Untergebenen nicht automatisch ausgetauscht."

LOCK_POSITION_BUTTON "Position sperren"

LOCK_POSITION_TOOLTIP "Wenn aktiviert, wird verhindert, dass andere Untergebene mit diesem Automaten die Position tauschen. Du kannst ihn im Steuerungsmodus immer noch schieben."

LOOKS_LIKE_A_DANCING_FOOL "{1} sieht aus wie ein tanzender Narr."

LOST_BODY_PART "Verlorenes Körperteil: {1}"

LUXURY_HINT "Gesamtluxus: {1}"

MAKE_HUMANOID_EFFECT_DESCRIPTION "Verwandelt die Kreatur in einen Humanoiden"
MAKE_HUMANOID_EFFECT_NAME "in Humanoiden verwandeln"

MAKES_A "{1} macht ein/e/n {2}"

MATERIALIZATION_EFFECT_DESCRIPTION "Rematerialisiert einen Geist vollständig."
MATERIALIZATION_EFFECT_NAME "Materialisation"

MESSAGE_EFFECT_DESCRIPTION "Zeigt eine Nachricht an"
MESSAGE_EFFECT_NAME "Nachrichteneffekt"

MESSAGES_LOG "Nachrichtenprotokoll"

MINION_ACTIVITY_EFFECT_DESCRIPTION "Legt die Aktivität eines Untergebenen fest."
MINION_ACTIVITY_EFFECT_NAME "Untergebenenaktivität"

MINION_LEISURE_ZONE_HIGHLIGHT "Freizeitzone für Untergebene"

MINIONS_DISCOVER_LOCATION "Deine Untergebenen entdecken den Ort {1}."

MINION_TRAIT_EFFECT_NAME "zu {1} machen"

MORE_BUTTON "[mehr]"

MORE_EXPERIENCED "erfahrener"

MOUNT_ACTION "Aufsitzen"
MOUNT_BUTTON "Aufsitzen"

MOVE_NOW_ACTION "Jetzt bewegen"

NEXT_ENEMY_WAVE "nächste feindliche Welle"

NINE "neun"

NO_AND_NEVER_ASK "Nein, und nicht mehr fragen"

NO_ARMS "keine Arme"
NO_HEAD "kein Kopf"
NO_LEGS "keine Beine"
NO_LIMBS "keine Gliedmaßen"

NO_MESSAGES_YET "Noch keine Nachrichten"

NON_AUTOMATONS "keine Automaten"
NON_HUMANOIDS "keine Humanoiden"

NO "Nein"

NO_RETIRED_DUNGEONS "Keine ausgemusterten Verliese gefunden :("

NO_ROOM_TO_SPAWN "Nicht genug Platz zum Erscheinen."

NO_TASKS_PRESENT "Keine Aufgaben vorhanden."

NOT_AVAILABLE "Nicht verfügbar"
NOT_AVAILABLE_UNTIL_TURN "Nicht verfügbar bis Zug {1}"

OF_SUFFIX "von {1}"

ONE "eins"

ORDER_CAPTURE_ACTION "Gefangennahme befehlen"

INVENTORY_LABEL "Inventar:"
OUTDOORS_LABEL "Draußen"
INDOORS_LABEL "Drinnen"

OWN_TRIBE "eigener Stamm"

PAINTING_DEPICTING "Gemälde, das {1} darstellt"

PANICS "{1} gerät in Panik."

PERSISTENT_ITEM_FETCHING_ZONE_HIGHLIGHT "Dauerhafte Zone zum Holen von Gegenständen"

PET_ACTION "Streicheln"

PICK_UP_HOW_MANY "Wie viele {1} aufheben?"

PILLAGE "Plündere {1}"

PLACE_FURNITURE_EFFECT_DESCRIPTION "Erschafft ein Möbelstück des gewählten Typs."
PLACE_FURNITURE_EFFECT_NAME "Möbel bauen"

PLANNED_HINT "Geplant"

PLUS_MINUS_ATTR "{1} {2}"

POEM_ABOUT "{1} über {2}"

POLYMORPH_INTO_EFFECT_DESCRIPTION "Verwandeln in {1}"

POP_LIMIT_REACHED "Bevölkerungslimit erreicht"

POPULATION_TRIGGER "Bevölkerung"

PRESS_TO_UNPAUSE "Drücke {1} zum Fortsetzen."

SPACE_KEY "Leertaste"

PRIORITY_TASK_HIGHLIGHT "Prioritätsaufgabe"

PRISONER "Gefangener"

PRISONER_STATUS_DESCRIPTION "Aus einem feindlichen Stamm gefangen genommen"
PRISONER_STATUS "Gefangener"

PRISON_MUST_BE_SEPARATE_HIGHLIGHT "Das Gefängnis muss mit Gittern oder einer Gefängnistür vom Äußeren und allen Treppen getrennt sein"

PRISON_TILE "Gefängnisfeld"
"Gefängnisfelder" : plural

MINION_PRODUCES "{1} {2} {3}"

PRODUCES_VERB "produziert"
WRITES_VERB "schreibt"
RAISES_VERB "züchtet"
FORGES_VERB "schmiedet"
CONCOCTS_VERB "braut"

YOUR_PROJECTILES_WONT_HIT_ALLIES "Deine Geschosse werden Verbündete nicht treffen."
HIS_PROJECTILES_WONT_HIT_ALLIES "Seine Geschosse werden Verbündete nicht treffen."

PROMOTION_TYPE_LABEL "Beförderungstyp:"

PROXIMITY_TRIGGER "Nähe"

PUSH_ACTION "Schieben"

RACE_OF_LOCATION "Die {1} von {2}"

RAGES "{1} gerät in Raserei."

RANGED_WEAPONS_UPGRADE_TYPE "Fernkampfwaffen"

REACHES_TRAINING_LEVEL "{1} erreicht Trainingsstufe {2} {3}"




REALLY_ABSORB "{1} wirklich absorbieren?"

REBELLION_CHANCE_HIGH "hoch"
REBELLION_CHANCE_LOW "niedrig"
REBELLION_CHANCE_MEDIUM "mittel"

REBELLION_RISK "Rebellionsrisiko"

RECRUITS_AVAILABLE "Du hast {1} entdeckt! Jetzt gibt es Rekruten in der Einwanderungsoberfläche."

GOBLIN_MATRONS_DISCOVERY_MESSAGE "Endlich hast du deine geliebten Goblin-Matronen gefunden! Nimm sie in deinem Verlies aus der Einwanderungsliste auf."

N_RECRUITS_AVAILABLE "{1} Rekruten verfügbar."

REMOVE_DUNGEON "Entfernen"

REMOVE_FROM_TEAM_ACTION "Vom Team entfernen"

REMOVE_FURNITURE_EFFECT_DESCRIPTION "Entfernt {1}"
REMOVE_FURNITURE_EFFECT_NAME "Möbel entfernen"

REMOVE_MINION_TRAIT_EFFECT_NAME "Untergebenenmerkmal entfernen"

REMOVE_PERMANENT_LASTING_DESCRIPTION "Entfernt oder heilt dauerhaft {1}."
REMOVE_PERMANENT_LASTING_NAME "dauerhaftes {1} entfernen"

REMOVE_PRISONERS_OR_INCREASE_FORCES "Befreie Gefangene oder verstärke die Streitkräfte."

RENAME_MINION_BUTTON "Umbenennen"

REQUIRES_ALLY_DISCOVERED "Der Verbündete wurde nicht entdeckt"
REQUIRES_ALLY_HAVE_RECRUITS "Der Verbündete hat derzeit keine Rekruten verfügbar"

REQUIRES_CONQUERING "Erfordert die Eroberung von {1}."
REQUIRES_FURNITURE "Erfordert {1}."

REQUIRES_KNOCKING_OUT_ENEMY "Erfordert, eine feindliche Kreatur bewusstlos zu machen."

REQUIRES_MORE_ATTRACTIONS "Erfordert {1} weitere {2}"

REQUIRES_ATTRACTIONS "Erfordert {1} {2}"

REQUIRES_MORE_LUXURY "Erfordert mehr Luxus in den Gemächern: {1} (Gesamt: {2})"

REQUIRES_PERSONAL_QUARTERS "Erfordert persönliche Gemächer."

REQUIRES_PERSONAL_QUARTERS_WITH_LUXURY "Erfordert persönliche Gemächer mit Gesamtluxus: {1}."

REQUIRES_PREGNANT_SUCCUBUS "Erfordert eine schwangere Sukkubus"

REQUIRES_RESOURCE "Erfordert {1}"

REQUIRES_TECHNOLOGY "Fehlende Technologie: {1}"

REQUIRES_TO_TRAIN_FURTHER "Erfordert {1} für weiteres Training."

REQUIRES_TWO_PRISON_TILES "Erfordert zwei Gefängnisfelder."

REQUIRES_UNLOCKING "Erfordert Freischaltung"

REQUIRES_UPGRADES "Der Gegenstand kann ohne angewandte Verbesserungen nicht hergestellt werden."

REQUIRES_X_MORE "Erfordert {2} weitere {1}."

RESISTING_THE_ATTACK_OF "widersteht dem Angriff von {1}"

RESISTS_SWAP_POSITION "{1} widersetzt sich."

RESOURCE_STORAGE_HIGHLIGHT "Ressourcenlager"

RESTORE_KEYBINDINGS_CONFIRM "Bist du sicher, dass du die standardmäßigen Tastenbelegungen wiederherstellen möchtest?"

RESTRICT_ALL_EQUIPMENT "Alle einschränken"

RESTRICT_GEAR_BUTTON "Ausrüstung einschränken"

RETIRED_DUNGEON_UPLOADED "Dein ausgemustertes Verlies wurde in den Steam Workshop hochgeladen. Möchtest du jetzt seine Seite im Browser öffnen?"

RETIRED_SCREENSHOT_TEXT "Dein Verlies wird mit einem angehängten Screenshot im Steam Workshop geteilt. Bewege das Rechteck unten in einen geeigneten Bereich deines Verlieses und bestätige."

RETIRE_WHEN_READY "Wenn du bereit bist, mustere dein Verlies aus und teile es online. Andere Spieler können es dann überfallen. Drücke dazu Escape und wähle 'ausmustern'."

RING_OF "Ring des {1}"
"Ringe des {1}" : plural

SAVE_AND_EXIT_CONFIRM "Möchtest du speichern und das Spiel beenden?"

SCROLL_OF_FIRE "Feuerrolle"
"Feuerrollen" : plural

SCROLL_OF "Rolle des {1}"
"Rollen des {1}" : plural

SET_FLAG_EFFECT_DESCRIPTION "Setzt ein globales Flag auf wahr oder falsch"
SET_FLAG_EFFECT_NAME "globales Flag setzen"

SET_FURNITURE_ON_FIRE_EFFECT_DESCRIPTION "Setzt Gegenstände in Brand"
SET_FURNITURE_ON_FIRE_EFFECT_NAME "in Brand setzen"

SEVEN "sieben"

SHOVE_EFFECT_DESCRIPTION "Stößt eine Kreatur zurück."
SHOVE_EFFECT_NAME "zurückstoßen"

SHOW_MESSAGE_HISTORY "Nachrichtenverlauf anzeigen"

SHOW_TASKS "Aufgaben anzeigen"

SIX "sechs"

SKELETON_ITEM "Skelett von {1}"

SKIP_TURN_ACTION "Zug überspringen"

PAUSED_GAME_SPEED "pausiert"

SLOW_GAME_SPEED "langsam"

SNARLS "{1} knurrt."

SOBERS_UP "{1} wird nüchtern."

SOMETHING "etwas"

SOUND_EFFECT_EFFECT_DESCRIPTION "Erzeugt einen echten Sound"
SOUND_EFFECT_EFFECT_NAME "Soundeffekt"

SPECIAL_ATTR_VALUE "{1} {2} {3}"

SPECIAL_HUMANOID_CHAT_REACTION "Ich bin der mächtige {1}!"

SPECIAL_HUMANOID_HOSTILE_CHAT_REACTION "Ich bin der mächtige {1}. Stirb!"

SPEED_LABEL "Geschwindigkeit: "

SPELLCASTERS "Zauberwirker"

SPELL_COOLDOWN "Abklingzeit: {1}"

SPELL_SCHOOLS_LABEL "Zauberschulen:"

SPIDER_TASK "Spinne"

SPIRIT_NAME "Geist von {1}"

TWO_HEADED "zweiköpfiger {1}"
MULTI_HEADED "vielköpfiger {1}"
WINGED "geflügelter {1}"

SQUARE_BRACKETS "[{1}]"

STABLE "Stall"
"Ställe" : plural

STAIRS_EFFECT_DESCRIPTION "Treppe benutzen"
STAIRS_EFFECT_NAME "Treppen"

IS_NO_LONGER_CRAWLING "{1} steht wieder."

YOU_NO_LONGER_CRAWLING "Du stehst wieder."

START_WITH_TUTORIAL_PROMPT "Möchtest du mit dem Tutorial beginnen?"

STEEDS_EQUIPMENT_GROUP "Reittiere"

STOP_TEAM_ORDER_DESCRIPTION "Teammitglieder bleiben an ihrem Platz und folgen dem Anführer nicht."
STOP_TEAM_ORDER " Anhalten "

SUFFERS_PLAGUE "{1} leidet an der Pest."

SUFFERS_POISONING "{1} leidet an Vergiftung."

SUMMON_ELEMENT_EFFECT_DESCRIPTION "Beschwört ein Element oder einen Geist aus der Umgebung."
SUMMON_ELEMENT_EFFECT_NAME "Element beschwören"

SUMMON_HOSTILE_EFFECT_NAME "feindlichen {1} beschwören"

SUMMON_HOSTILE_MULTIPLE_EFFECT_DESCRIPTION "Beschwört {1} feindliche {2}"

SUMMON_HOSTILE_RANGE_EFFECT_DESCRIPTION "Beschwört {1} bis {2} feindliche {3}"

SUMMON_HOSTILE_SINGLE_EFFECT_DESCRIPTION "Beschwört einen feindlichen {1}"

SUMMON_MINIONS_EFFECT_DESCRIPTION "Beschwört alle kämpfenden Untergebenen."
SUMMON_MINIONS_EFFECT_NAME "Untergebene beschwören"

SUMMON_EFFECT_NAME "{1} beschwören"

SUMMON_MULTIPLE_EFFECT_DESCRIPTION "Beschwört {1} {2}"

SUMMON_RANGE_EFFECT_DESCRIPTION "Beschwört {2} bis {3} {1}"

SUMMON_SINGLE_EFFECT_DESCRIPTION "Beschwört {1}"

SURVIVED "Überlebt"

SWAP_POSITION_ACTION "Position tauschen"

SWAP_POSITION_EFFECT_DESCRIPTION "Tauscht die Position mit einem Feind."
SWAP_POSITION_EFFECT_NAME "Position tauschen"

SWING "Du schlägst {2} mit deinem {1}."

SWITCH_LEADER_ACTION "Anführer wechseln"

TAKE_CONTROL "Kontrolle übernehmen"

TAKE_ITEMS_EFFECT_DESCRIPTION "Nimmt der Kreatur gewaltsam Gegenstände ab"
TAKE_ITEMS_EFFECT_NAME "Gegenstände nehmen"

TASKS "Aufgaben"

TEAM_TASK "Teamaufgabe: {1}"

TEMPORARY_POLYMORPH_EFFECT_NAME "vorübergehende Verwandlung"
TEMPORARY_POLYMORPH_EFFECT_NAME2 "vorübergehende Verwandlung in {1}"

YOUNG_WOMAN feminine "junge Frau"

PERMANENT_POLYMORPH_EFFECT_NAME "dauerhafte Verwandlung"

TEN "zehn"

THE_ARTICLE "der/die/das {1}"

THE_CAPTURING_OF "die Gefangennahme von {1}"
THE_CONQUERING_OF "die Eroberung von {1}"
THE_DEATH_OF "der Tod von {1}"

THEFT_TRIGGER "Diebstahl eines Gegenstandes"

THE_PILLAGING_OF "die Plünderung von {1}"

THE_PLAYER "der Spieler"

THE_SLAYING_OF "die Ermordung von {1} durch {2}"

THE_MASSACRE_OF "das Massaker an {1}"

THE_SPELL_FAILED "Der Zauber ist fehlgeschlagen."

THE "der/die/das {1}"

THE_TORTURING_OF "die Folterung von {1}"

THREE "drei"

THROWN_BACK "zurückgeworfen"

TORTURE_TASK "{1} foltern"

TORTURE_UNAVAILABLE_HIGHLIGHT "Folterung aufgrund des Bevölkerungslimits nicht verfügbar"

TRADE_WITH "Handeln mit {1}"

TRADING_AVAILABLE "Du hast {1} entdeckt! Handel ist jetzt in der Schurkenoberfläche verfügbar."




TRAINING_EFFECT_DESCRIPTION "Trainiert {1} in {2}"
TRAINING_EFFECT_NAME "{1}-Training"

TRAINING_INFO_LABEL "Training"

TRAINING_LIMIT_BUFF_DESCRIPTION "Erhöht das Trainingslimit von {1} um {2}"
TRAINING_LIMIT_DEBUFF_DESCRIPTION "Reduziert das Trainingslimit von {1} um {2}"

TRAINING_LIMIT_EFFECT_NAME "Trainingslimit von {1}"

TRAINING_LIMIT_LABEL "(Limit {1})"

TRAINING_POTENTIAL_LABEL "Trainingspotenzial:"

TREE_CUTTING_TASK_HIGHLIGHT "Fällaufgabe"

TRIBES_HAVE_FORMED_ALLIANCE "Die Stämme von {1} haben ein Bündnis gegen dich geschlossen."

THE_LAST_ALLIANCE_OF "Das letzte Bündnis von {1}"

TRIBE_LEADER_STATUS_DESCRIPTION "Ihn zu töten stoppt die Einwanderung"
TRIBE_LEADER_STATUS "Stammesanführer"

TRIBE_OF_IS_DESTROYED "Der Stamm von {1} wurde vernichtet."

TRIGGERS_SOMETHING "{1} löst etwas aus."

TRIGGER_TRAP_EFFECT_DESCRIPTION "Löst eine Falle aus, falls vorhanden."
TRIGGER_TRAP_EFFECT_NAME "Falle auslösen"

YOU_INVISIBLE "Du kannst dich selbst sehen!"

IS_INVISIBLE "{1} verschwindet."

TUTORIAL_NOT_THERE "Das Tutorial ist noch nicht verfügbar"

TWELVE "zwölf"
TWO "zwei"

UI_EFFECT_DESCRIPTION "Zeigt eine Benutzeroberfläche an"
UI_EFFECT_NAME "Benutzeroberfläche"

UNDEAD_DAMAGE_EXPLANATION "Untote Kreaturen erleiden keinen normalen Schaden und müssen durch Zerschneiden oder Feuer zerstört werden."

UNDEAD_KINGS_UPGRADE_TYPE "Untotenkönige"

UNDEAD "Untoter"

UNLOCK_DOOR_ACTION "Aufschließen"

UNLOCK_EFFECT_DESCRIPTION "Schaltet eine Spielfunktion frei"
UNLOCK_EFFECT_NAME "freischalten"

UNNAMED_ATTACKER "ein namenloser Angreifer"
USAGE_EFFECT "Anwendungseffekt: {1}"

USE_A_SHIELD_HINT "Benutze einen Schild!"

USE_FURNITURE "{1} benutzen"

VERY_FAST_GAME_SPEED "sehr schnell"

VICTIM_AFFECTED_BY "Opfer betroffen von: {1} ({2}% Wahrscheinlichkeit)"

VICTORY "Sieg!"

VIEW_MESSAGE_BOARD "{1} ansehen"

VILLAIN_CONQUERED "Erobert"

VILLAIN_LOCATION_UNKNOWN "Unbekannter Ort"

VILLAIN_OUTSIDE_INFLUENCE_ZONE "Außerhalb der Einflusszone"

VILLAINS_MENU_ACTION "[{1}]"

VILLAIN_TRIGGERED_BY "Ausgelöst von:"

VILLAIN_TRIGGERED "ausgelöst"

VILLAIN_TYPE_ALLY "Verbündeter"

VILLAIN_TYPE_LESSER "Geringerer Schurke"

VILLAIN_TYPE_MAIN "Hauptschurke"

VILLAIN_TYPE_MINOR "Kleiner Schurke"

VILLAIN_TYPE_OTHER "Anderer"

VILLAIN_TYPE_PLAYER "Spieler"

VILLAIN_TYPE_RETIRED "Ausgemusterter Spieler"

VULTURE_LANDS_NEAR "Ein Geier landet in der Nähe von {1}."

WAKES_UP "{1} wacht auf."

WEAPON_DEGRADATION_DESCRIPTION "Reduziert die Kapazität der Waffe"
WEAPON_DEGRADATION_NAME "Waffenverschleiß"

WEAPON_ENCHANTMENT_DESCRIPTION "Erhöht die Kapazität der Waffe"
WEAPON_ENCHANTMENT_NAME "Waffenverzauberung"

WEAPONS_UPGRADE_TYPE "Waffen"

WELCOME_TO_SHOP "Willkommen im Laden von {1}!"

WHEN_INDOORS "wenn unter einem Dach"
WHEN_IN_TERRITORY "wenn im Territorium"
WHEN_OUTDOORS "wenn im Freien"
WHEN_POP_LIMIT_REACHED "wenn das Bevölkerungslimit erreicht ist"

WHICH_DIRECTION_THROW "In welche Richtung möchtest du werfen?"
WHICH_DIRECTION "In welche Richtung?"

WILL_BE_REPLACED "Erhöht das Bevölkerungslimit um 1. Wird bei Tod kostenlos ersetzt"

WING_BODY_PART "Flügel"
"Flügel" : plural

WISH_EFFECT_DESCRIPTION "Gewährt dir einen Wunsch."
WISH_EFFECT_NAME "Wunsch"

WITH_FREQUENCY "mit Häufigkeit {1}"
WITH_HEALTH "mit Gesundheit"
WITH_SUFFIX "mit {1}"

WORKSHOP_CHANGE_COUNT_BUTTON "Anzahl der Gegenstände ändern"
WORKSHOP_REMOVE_BUTTON "Entfernen"
WORKSHOP_UPGRADE_BUTTON "Verbessern"

WOUNDED "Verwundet"

WRITE_ON_BOARD_ACTION "Auf das Board schreiben"

WRITES_A "{1} schreibt {2}"

YES "Ja"

YOU_ARE_AWARE_OF_DANGER "Du bist dir der Gefahr bewusst"
YOU_ARE_BEING_ATTACKED_BY "Du wirst von {1} angegriffen."
YOU_ARE_BITTEN_IN_THE_NECK "Dir wird in den Hals gebissen!"
YOU_ARE_BURNT_BY_THE_SUN "Du wirst von der Sonne verbrannt."
YOU_ARE_CRITICALLY_WOUNDED "Du bist schwer verletzt!"
YOU_ARE_CUT_IN_HALF "Du wirst entzweigeschnitten!"
YOU_ARE_DROWNED_BY "Du wirst von {1} ertränkt"
YOU_ARE_FLYING "Du fliegst."
YOU_ARE_MOVING_FASTER_AGAIN "Du bewegst dich wieder schneller."
YOU_ARE_MOVING_SLOW_AGAIN "Du bewegst dich wieder langsamer."
YOU_ARE_NO_LONGER_AGGRAVATES "Du reizt Feinde nicht länger."
YOU_ARE_NO_LONGER_BLIND "Du bist nicht länger blind."
YOU_ARE_NO_LONGER_FUNNY "Du bist nicht länger lustig."
YOU_ARE_NO_LONGER_HALLU "Du halluzinierst nicht länger."
YOU_ARE_NO_LONGER_IMMOBILE "Du bist nicht länger bewegungsunfähig."
YOU_ARE_NO_LONGER_LOCKED_POSITION "Deine Position ist nicht länger fixiert."
YOU_ARE_NO_LONGER_PLAGUE_RESISTANT "Du bist nicht länger pestresistent."
YOU_ARE_NO_LONGER_POISON_RESISTANT "Du bist nicht länger giftresistent."
YOU_ARE_NO_LONGER_POLYMORPHED "Du bist nicht länger verwandelt."
YOU_ARE_NO_LONGER_RESTED "Du bist nicht länger ausgeruht."
YOU_ARE_NO_LONGER_SATIATED "Du bist nicht länger gesättigt."
YOU_ARE_NO_LONGER_SLEEP_RESISTANT "Du bist nicht länger schlafresistent."
YOU_ARE_SWARMER "Du hast das Bedürfnis, dich auf jemanden zu stürzen."
IS_SWARMER "{1} hat das Bedürfnis, sich auf jemanden zu stürzen."
YOU_ARE_NO_LONGER_SWARMER "Du bist nicht länger ein Schwärmer."
YOU_ARE_NO_LONGER_VULNERABLE_TO_SUNLIGHT "Du bist nicht länger anfällig für Sonnenlicht."
YOU_ARE_NOT_HURT "Du bist nicht verletzt!"
YOU_ARE_RIPPED_TO_PIECES "Du wirst in Stücke gerissen!"
YOU_ARE_SHOT_IN_THE "Dir wird in {1} geschossen!"
YOU_ARE_STABBED_IN_THE "Dir wird in {1} gestochen!"
YOU_ARE_SUCKED_INTO "Du wirst in {1} gesogen!"
YOU_ARE_TURNED_OFF "Du bist ausgeschaltet."
YOU_ARE_TURNED_ON "Du bist eingeschaltet."
YOU_ARE_UNABLE_TO_CAST_SPELLS "Du kannst keine Zauber wirken!"
YOU_ARE_UNDER_ATTACK_BY "Du wirst von {1} angegriffen."
YOU_ARE_WOUNDED "Du bist verletzt."
YOU_ARE "Du bist {1}."
YOU_ARE_NO_LONGER "Du bist nicht länger {1}."
YOU_BASH_FURNITURE "Du zertrümmerst {1}."
YOU_BREAK_FREE "Du befreist dich."
YOU_BUILD "Du baust {1}"
YOU_BURNING "Du brennst!"
YOU_CANT_BREAK_FREE "Du kannst dich nicht befreien!"
YOU_CANT_HIDE_HERE "Hier kannst du dich nicht verstecken."
YOU_CANT_MOVE_ANYMORE "Du kannst dich nicht mehr bewegen."
YOU_CANT_PUSH "Du kannst {1} nicht schieben"
YOU_CANT_THROW_ANYTHING "Du kannst nichts werfen!"
YOU_CAST_SPELL "Du wirkst einen Zauber"
YOU_CUT_FURNITURE "Du zerschneidest {1}"
YOU_DESTROY_FURNITURE "Du zerstörst {1}"
YOU_DEVELOP_ATTACK "Du entwickelst einen {1}-Angriff."
YOU_DIE_OF_POISONING "Du stirbst an Vergiftung."
YOU_DIG_INTO_FURNITURE "Du gräbst in {1}"
YOU_DISASSEMBLE "Du zerlegst {1}"
YOU_DROP "Du lässt {1} fallen."
YOU_EAT "Du isst {1}."
YOU_ENSLAVE "Du versklavst {1}."
YOU_ESCAPE_DEATH "Du bist dem Tod entkommen!"
ESCAPES_DEATH "{1} ist dem Tod entkommen."
YOU_EXECUTE "Du exekutierst {1}"
YOU_FALL_APART "Du zerfällst!"
YOU_FALL_INTO "Du fällst in {1}."
YOU_FEEL_LIKE_CRACKING_A_JOKE "Du hast Lust, einen Witz zu reißen."
YOU_FEEL_LIKE_DOING_SOME_WORK "Du hast Lust zu arbeiten."
YOU_FEEL_LAZY "Du fühlst dich faul."
YOU_FEEL_LIKE_WORKING_OUT "Du hast Lust zu trainieren."
YOU_FILL_FURNITURE "Du füllst {1}"
YOU_FILL_UP_TUNNEL "Du füllst den Tunnel auf"



YOU_GROW_LIMBS "Dir wachsen {1}."
YOU_GROW_LIMB "Dir wächst {1}."
YOU_HAVE_BEEN_AMBUSHED "Du wurdest überfallen!"
YOU_HAVE_SUMMONED "Du hast {1} beschworen."
HAS_SUMMONED "{1} hat {2} beschworen."
YOU_HIDE_BEHIND_THE "Du versteckst dich hinter {1}."
YOU_IMPROVE "Du verbesserst dein {1} von {2}."
YOU_LEARN "Du lernst {1} von {2}."
YOU_LOSE_CONTROL_OF_MINION "Du verlierst die Kontrolle über deinen Untergebenen."
YOU_MOUNT "Du besteigst {1}."
MOUNTS "{1} besteigt {2}."
YOU_ONLY_HAVE_ENOUGH_FOR "Du hast nur genug Gold für {1} {2}. Trotzdem bezahlen?"
YOU_PICK_UP "Du hebst {1} auf."
PICKS_UP "{1} hebt {2} auf."
YOU_POLYMORPH_INTO "Du verwandelst dich in {1}!"
POLYMORPHS_INTO "{1} verwandelt sich in {2}!"
YOU_PUSH "Du schiebst {1}."
PUSHES "{1} schiebt {2}."
YOUR_ARMOR_DEGRADES "Deine {1} verschlechtert sich"
YOUR_ARMOR_IS_IMPROVED "Deine {1} wird verbessert"
HIS_ARMOR_DEGRADES "{1}s {2} verschlechtert sich"
HIS_ARMOR_IS_IMPROVED "{1}s {2} wird verbessert"
YOUR_ATTR_IMPROVES "Dein {1} verbessert sich"
YOUR_ATTR_WANES "Dein {1} lässt nach"
HIS_ATTR_IMPROVES "{1}s {2} verbessert sich"
HIS_ATTR_WANES "{1}s {2} lässt nach"
YOUR_BODY_CRUMBLES_TO_DUST "Dein Körper zerfällt zu Staub."
YOUR_BODY_PART_IS_BITTEN_OFF "Dein {1} wird abgebissen!"
YOUR_BODY_PART_IS_BROKEN "Dein {1} ist gebrochen!"
YOUR_BODY_PART_IS_CHOPPED_OFF "Dein {1} wird abgehackt!"
YOUR_BODY_PART_IS_CRUSHED "Dein {1} wird zermalmt!"
YOUR_BODY_PART_IS_RIPPED_TO_PIECES "Dein {1} wird in Stücke gerissen!"
YOUR_BODY_PART_IS "Dein {1} {2}!"
YOU_REINFORCE_THE_WALL "Du verstärkst die Mauer."
HE_REINFORCES_THE_WALL "{1} verstärkt die Mauer."
YOU_REMOVE "Du entfernst {1}."
REMOVES "{1} entfernt {2}."
YOUR_EVIL_TRIGGER "Deine Bosheit"
YOUR_IDENTITY_IS_UNCOVERED "Deine Identität wurde aufgedeckt!"
YOUR_INTERNAL_ORGANS_ARE_CRUSHED "Deine inneren Organe werden zerquetscht!"
YOUR_INTERNAL_ORGANS_ARE_RIPPED_OUT "Deine inneren Organe werden herausgerissen!"
YOUR_ITEM_CRUMBLES "Dein {1} zerfällt zu Staub."
HIS_ITEM_CRUMBLES "{1}s {2} zerfällt zu Staub."
YOUR_LIFE_WILL_NO_LONGER_BE_SAVED "Dein Leben wird nicht länger gerettet werden."
